"","id","dob_month","dob_year","dob_conflict","race","gender","yr_hgc","hgc_i","hgc"
"264",264,8,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",16,"4TH YEAR COL"
"265",265,9,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",16,"4TH YEAR COL"
"266",266,8,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"267",267,4,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"268",268,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2002",14,"2ND YEAR COL"
"269",269,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"270",270,2,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"271",271,4,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1994",20,"8TH YEAR COL"
"272",272,2,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",16,"4TH YEAR COL"
"273",273,6,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",15,"3RD YEAR COL"
"274",274,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",13,"1ST YEAR COL"
"275",275,2,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",14,"2ND YEAR COL"
"276",276,10,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"277",277,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"278",278,7,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",13,"1ST YEAR COL"
"279",279,8,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"280",280,3,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",18,"6TH YEAR COL"
"281",281,7,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",18,"6TH YEAR COL"
"282",282,8,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",16,"4TH YEAR COL"
"283",283,6,58,FALSE,"HISPANIC","MALE","1984",12,"12TH GRADE"
"284",284,1,60,FALSE,"HISPANIC","MALE","1979",12,"12TH GRADE"
"285",285,4,61,FALSE,"HISPANIC","FEMALE","2008",12,"12TH GRADE"
"286",286,3,64,FALSE,"HISPANIC","FEMALE","1992",16,"4TH YEAR COL"
"287",287,12,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"288",288,8,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"289",289,9,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"290",290,2,60,FALSE,"HISPANIC","FEMALE","1979",10,"10TH GRADE"
"291",291,2,59,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"292",292,3,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",20,"8TH YEAR COL"
"293",293,5,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",13,"1ST YEAR COL"
"294",294,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"295",295,10,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",10,"10TH GRADE"
"296",296,5,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"297",297,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"298",298,1,64,FALSE,"HISPANIC","FEMALE","2016",16,"4TH YEAR COL"
"299",299,12,62,FALSE,"HISPANIC","MALE","1982",11,"11TH GRADE"
"300",300,4,61,FALSE,"HISPANIC","MALE","2000",12,"12TH GRADE"
"301",301,5,61,FALSE,"HISPANIC","MALE","1980",12,"12TH GRADE"
"302",302,3,60,FALSE,"HISPANIC","MALE","1980",12,"12TH GRADE"
"303",303,5,63,FALSE,"HISPANIC","MALE","1983",12,"12TH GRADE"
"304",304,12,64,FALSE,"HISPANIC","MALE","1984",11,"11TH GRADE"
"305",305,7,62,FALSE,"HISPANIC","FEMALE","1981",12,"12TH GRADE"
"306",306,3,60,FALSE,"BLACK","MALE","2000",14,"2ND YEAR COL"
"307",307,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"308",308,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"309",309,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1994",13,"1ST YEAR COL"
"310",310,9,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"311",311,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"312",312,4,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",16,"4TH YEAR COL"
"313",313,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",11,"11TH GRADE"
"314",314,12,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",14,"2ND YEAR COL"
"315",315,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",12,"12TH GRADE"
"316",316,2,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"317",317,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"318",318,5,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"319",319,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",18,"6TH YEAR COL"
"320",320,4,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"321",321,11,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",16,"4TH YEAR COL"
"322",322,2,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",16,"4TH YEAR COL"
"323",323,7,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"324",324,3,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"325",325,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",15,"3RD YEAR COL"
"326",326,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",14,"2ND YEAR COL"
"327",327,5,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"328",328,7,62,FALSE,"HISPANIC","MALE","1979",10,"10TH GRADE"
"329",329,1,64,FALSE,"HISPANIC","MALE","1979",8,"8TH GRADE"
"330",330,5,58,FALSE,"HISPANIC","MALE","1979",9,"9TH GRADE"
"331",331,8,61,FALSE,"HISPANIC","MALE","1993",12,"12TH GRADE"
"332",332,10,63,FALSE,"HISPANIC","MALE","2008",12,"12TH GRADE"
"333",333,2,57,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"334",334,11,58,FALSE,"BLACK","MALE","1979",9,"9TH GRADE"
"335",335,2,57,FALSE,"BLACK","FEMALE","2016",16,"4TH YEAR COL"
"336",336,7,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"337",337,5,58,FALSE,"BLACK","MALE","1992",12,"12TH GRADE"
"338",338,12,59,FALSE,"BLACK","FEMALE","1979",12,"12TH GRADE"
"339",339,1,61,FALSE,"BLACK","FEMALE","1979",11,"11TH GRADE"
"340",340,12,62,FALSE,"BLACK","FEMALE","2014",15,"3RD YEAR COL"
"341",341,3,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",14,"2ND YEAR COL"
"342",342,1,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2010",18,"6TH YEAR COL"
"343",343,1,59,FALSE,"BLACK","FEMALE","1990",13,"1ST YEAR COL"
"344",344,10,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",17,"5TH YEAR COL"
"345",345,9,63,TRUE,"BLACK","FEMALE","1987",16,"4TH YEAR COL"
"346",346,1,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",16,"4TH YEAR COL"
"347",347,8,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",17,"5TH YEAR COL"
"348",348,5,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"349",349,10,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",13,"1ST YEAR COL"
"350",350,6,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",17,"5TH YEAR COL"
"351",351,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"352",352,10,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"353",353,6,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"354",354,2,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"355",355,4,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2018",14,"2ND YEAR COL"
"356",356,4,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2012",12,"12TH GRADE"
"357",357,4,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"358",358,10,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"359",359,2,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",16,"4TH YEAR COL"
"360",360,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1990",19,"7TH YEAR COL"
"361",361,1,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",16,"4TH YEAR COL"
"362",362,6,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"363",363,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"364",364,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",16,"4TH YEAR COL"
"365",365,10,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",14,"2ND YEAR COL"
"366",366,5,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"367",367,9,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"368",368,6,58,FALSE,"BLACK","FEMALE","1987",17,"5TH YEAR COL"
"369",369,8,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",16,"4TH YEAR COL"
"370",370,11,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",16,"4TH YEAR COL"
"371",371,8,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",14,"2ND YEAR COL"
"372",372,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2006",18,"6TH YEAR COL"
"373",373,9,58,TRUE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"374",374,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"375",375,5,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"376",376,11,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2008",20,"8TH YEAR COL"
"377",377,11,58,FALSE,"BLACK","MALE","1980",12,"12TH GRADE"
"378",378,5,61,FALSE,"BLACK","MALE","1979",10,"10TH GRADE"
"379",379,12,63,FALSE,"BLACK","FEMALE","1980",8,"8TH GRADE"
"380",380,5,57,FALSE,"BLACK","MALE","1979",11,"11TH GRADE"
"381",381,12,57,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"382",382,5,59,FALSE,"BLACK","FEMALE","1996",13,"1ST YEAR COL"
"383",383,9,60,FALSE,"BLACK","MALE","1979",12,"12TH GRADE"
"384",384,9,62,FALSE,"BLACK","MALE","1981",12,"12TH GRADE"
"385",385,2,61,FALSE,"BLACK","FEMALE","1980",12,"12TH GRADE"
"386",386,1,62,FALSE,"BLACK","FEMALE","1981",12,"12TH GRADE"
"387",387,4,63,TRUE,"BLACK","MALE","1983",12,"12TH GRADE"
"388",388,8,62,FALSE,"BLACK","FEMALE","1985",15,"3RD YEAR COL"
"389",389,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"390",390,11,61,FALSE,"BLACK","FEMALE","1979",10,"10TH GRADE"
"391",391,10,63,FALSE,"BLACK","FEMALE","1987",12,"12TH GRADE"
"392",392,10,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"393",393,10,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1994",13,"1ST YEAR COL"
"394",394,7,61,FALSE,"BLACK","MALE","2012",12,"12TH GRADE"
"395",395,12,62,FALSE,"BLACK","FEMALE","1986",14,"2ND YEAR COL"
"396",396,6,63,FALSE,"BLACK","MALE","1983",12,"12TH GRADE"
"397",397,3,59,FALSE,"BLACK","FEMALE","1979",9,"9TH GRADE"
"398",398,9,58,FALSE,"BLACK","MALE","1979",10,"10TH GRADE"
"399",399,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",18,"6TH YEAR COL"
"400",400,4,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"401",401,4,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"402",402,1,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"403",403,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",7,"7TH GRADE"
"404",404,7,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"405",405,8,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1989",13,"1ST YEAR COL"
"406",406,12,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1998",14,"2ND YEAR COL"
"407",407,1,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2002",18,"6TH YEAR COL"
"408",408,3,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"409",409,12,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",16,"4TH YEAR COL"
"410",410,12,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"411",411,12,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"412",412,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2002",14,"2ND YEAR COL"
"413",413,2,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"414",414,3,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1986",14,"2ND YEAR COL"
"415",415,3,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",10,"10TH GRADE"
"416",416,6,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",19,"7TH YEAR COL"
"417",417,6,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"418",418,3,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",13,"1ST YEAR COL"
"419",419,3,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"420",420,9,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2010",16,"4TH YEAR COL"
"421",421,5,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",20,"8TH YEAR COL"
"422",422,7,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",19,"7TH YEAR COL"
"423",423,9,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1991",20,"8TH YEAR COL"
"424",424,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"425",425,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"426",426,10,57,FALSE,"HISPANIC","MALE","1979",12,"12TH GRADE"
"427",427,9,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"428",428,4,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",14,"2ND YEAR COL"
"429",429,11,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1990",18,"6TH YEAR COL"
"430",430,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"431",431,1,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",14,"2ND YEAR COL"
"432",432,1,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"433",433,10,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"434",434,8,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"435",435,7,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"436",436,3,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"437",437,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"438",438,12,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",13,"1ST YEAR COL"
"439",439,4,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1984",16,"4TH YEAR COL"
"440",440,4,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"441",441,5,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"442",442,3,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2006",13,"1ST YEAR COL"
"443",443,10,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",14,"2ND YEAR COL"
"444",444,10,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"445",445,11,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1987",16,"4TH YEAR COL"
"446",446,10,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"447",447,6,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"448",448,1,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"449",449,3,60,TRUE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"450",450,9,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",12,"12TH GRADE"
"451",451,10,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",12,"12TH GRADE"
"452",452,9,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2010",18,"6TH YEAR COL"
"453",453,12,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1996",13,"1ST YEAR COL"
"454",454,8,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",17,"5TH YEAR COL"
"455",455,4,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",20,"8TH YEAR COL"
"456",456,9,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2008",20,"8TH YEAR COL"
"457",457,4,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",16,"4TH YEAR COL"
"458",458,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",18,"6TH YEAR COL"
"459",459,2,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2006",20,"8TH YEAR COL"
"460",460,12,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",13,"1ST YEAR COL"
"461",461,6,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",16,"4TH YEAR COL"
"462",462,1,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1992",18,"6TH YEAR COL"
"463",463,12,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"464",464,4,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1980",14,"2ND YEAR COL"
"465",465,8,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",12,"12TH GRADE"
"466",466,7,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2014",19,"7TH YEAR COL"
"467",467,9,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"468",468,3,58,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1983",16,"4TH YEAR COL"
"469",469,5,64,FALSE,"HISPANIC","MALE","1987",12,"12TH GRADE"
"470",470,2,62,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1994",12,"12TH GRADE"
"471",471,4,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"472",472,6,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",11,"11TH GRADE"
"473",473,2,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1988",12,"12TH GRADE"
"474",474,2,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",12,"12TH GRADE"
"475",475,6,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"476",476,7,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",12,"12TH GRADE"
"477",477,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",12,"12TH GRADE"
"478",478,12,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1996",12,"12TH GRADE"
"479",479,6,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2006",16,"4TH YEAR COL"
"480",480,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",18,"6TH YEAR COL"
"481",481,12,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1984",19,"7TH YEAR COL"
"482",482,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",19,"7TH YEAR COL"
"483",483,1,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"484",484,4,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1981",12,"12TH GRADE"
"485",485,4,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",12,"12TH GRADE"
"486",486,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"487",487,5,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1981",14,"2ND YEAR COL"
"488",488,11,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"489",489,1,61,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",14,"2ND YEAR COL"
"490",490,9,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1986",15,"3RD YEAR COL"
"491",491,4,59,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"492",492,3,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"493",493,5,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",13,"1ST YEAR COL"
"494",494,9,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2000",15,"3RD YEAR COL"
"495",495,5,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",17,"5TH YEAR COL"
"496",496,12,62,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2008",17,"5TH YEAR COL"
"497",497,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"498",498,10,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"499",499,5,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2008",14,"2ND YEAR COL"
"500",500,11,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2012",16,"4TH YEAR COL"
"501",501,8,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1993",19,"7TH YEAR COL"
"502",502,3,60,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"503",503,2,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",12,"12TH GRADE"
"504",504,11,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",9,"9TH GRADE"
"505",505,8,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"506",506,9,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1983",16,"4TH YEAR COL"
"507",507,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1982",14,"2ND YEAR COL"
"508",508,2,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1982",12,"12TH GRADE"
"509",509,9,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1985",13,"1ST YEAR COL"
"510",510,9,61,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1985",13,"1ST YEAR COL"
"511",511,3,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1992",16,"4TH YEAR COL"
"512",512,11,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",13,"1ST YEAR COL"
"513",513,8,61,FALSE,"BLACK","MALE","1982",14,"2ND YEAR COL"
"514",514,5,63,FALSE,"BLACK","FEMALE","1987",12,"12TH GRADE"
"515",515,6,64,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",16,"4TH YEAR COL"
"516",516,5,61,FALSE,"BLACK","MALE","1990",12,"12TH GRADE"
"517",517,6,62,FALSE,"BLACK","MALE","1996",12,"12TH GRADE"
"518",518,6,63,FALSE,"BLACK","MALE","1985",12,"12TH GRADE"
"519",519,6,63,FALSE,"BLACK","FEMALE","1983",11,"11TH GRADE"
"520",520,6,58,FALSE,"BLACK","MALE","1983",16,"4TH YEAR COL"
"521",521,4,60,FALSE,"BLACK","MALE","1996",17,"5TH YEAR COL"
"522",522,5,62,FALSE,"BLACK","FEMALE","1982",13,"1ST YEAR COL"
"523",523,5,63,FALSE,"BLACK","MALE","1988",15,"3RD YEAR COL"
"524",524,8,61,FALSE,"BLACK","MALE","1991",15,"3RD YEAR COL"
"525",525,7,60,FALSE,"BLACK","FEMALE","1983",15,"3RD YEAR COL"
"526",526,5,59,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",12,"12TH GRADE"
"527",527,5,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",13,"1ST YEAR COL"
"528",528,9,63,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1988",12,"12TH GRADE"
"529",529,5,58,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",12,"12TH GRADE"
"530",530,4,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1979",9,"9TH GRADE"
"531",531,4,57,FALSE,"NON-BLACK, NON-HISPANIC","MALE","1979",9,"9TH GRADE"
"532",532,8,57,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1987",12,"12TH GRADE"
"533",533,1,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","2004",15,"3RD YEAR COL"
"534",534,12,63,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2000",12,"12TH GRADE"
"535",535,6,64,FALSE,"NON-BLACK, NON-HISPANIC","MALE","2002",12,"12TH GRADE"
"536",536,12,60,FALSE,"NON-BLACK, NON-HISPANIC","FEMALE","1980",10,"10TH GRADE"
